Modalità;Punteggio AI;Consiglio;Titolo;Azienda;Sede;Fonte;Programmazione richiesta;Smart Working;Contratto;Junior Friendly;Anni esperienza richiesti;Punti forza per Diego;Punti deboli per Diego;Riassunto AI;Stipendio Min (jobspy);Stipendio Max (jobspy);RAL Stimata AI;Reputazione Azienda;Adatta Neolaureati;Note Azienda;Ricerca usata;Link;Mandata candidatura?
Torino;4;Valutabile;Stage- TESI -Advanced Power & Energy Systems-Sviluppo di sistemi di Distribuzione Elettrica e Controllo;Leonardo;Torino, PIE, IT;indeed;Media;Non specificato;Stage;Sì;0;Esperienza in un'azienda leader nel settore;Non direttamente legato alle competenze di Diego in AI e Cybersecurity;Stage per lo sviluppo di sistemi di distribuzione elettrica e controllo presso Leonardo;N/D;N/D;Non stimabile;Ottima;Sì;Leonardo è un gruppo industriale internazionale con una solida presenza nel settore Aerospazio, Difesa e Sicurezza;Stage Informatica Torino;https://it.indeed.com/viewjob?jk=1cd80f0f32a8e838;
Torino;4;Valutabile;Operations Engineer (per missioni di esplorazione robotica);WinTime S.p.A. - Agenzia per il Lavoro;Turin, Piedmont, Italy;linkedin;Alta;Non specificato;Non specificato;Sì;Non specificato;Esperienza in Cybersecurity e uso di tool AI;L'offerta richiede programmazione per missioni di esplorazione robotica;Operations Engineer per missioni di esplorazione robotica. Richiede programmazione.;N/D;N/D;25.000€-35.000€;Buona;Sì;Agenzia per il Lavoro con esperienza nel settore;Junior RPA Developer;https://www.linkedin.com/jobs/view/4370106230;
Full Remote IT;4;Salta;UI/UX DESIGNER JUNIOR;Cwbi :: CodiceWeb Banking Innovation;Padova, VEN, IT;indeed;Bassa;Non specificato;Dipendente;Sì;0;Non ha esperienza specifica in UI/UX;Il ruolo non corrisponde alle sue competenze in Cybersecurity e AI Automation;L'offerta è per un UI/UX Designer junior, ruolo che richiede competenze diverse da quelle di Diego;N/D;N/D;25.000€-35.000€;Buona;Sì;Specializzata nello sviluppo di applicazioni per il settore bancario;Analista Funzionale Junior;https://it.indeed.com/viewjob?jk=1a1100e311101f19;
Torino;4;Salta;Impiegato/a amministrativo/a Dimar S.p.A.;Dimar S.p.A.;Cherasco, Piedmont, Italy;linkedin;Bassa;Non specificato;Dipendente;Sì;0;L'offerta è per un ruolo amministrativo che potrebbe non richiedere elevate competenze tecniche;Il titolo e la descrizione non menzionano aspetti legati alla cybersecurity o all'AI;Offerta per impiegato amministrativo, contratto dipendente, junior friendly;N/D;N/D;Non stimabile;Sconosciuta;Sì;Non sono presenti informazioni sufficienti per valutare l'azienda;Junior GRC Analyst;https://www.linkedin.com/jobs/view/4376830172;
Torino;4;Valutabile;Data Visualization - Appartenente alle Categorie Protette L.68/99;Data Science;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;L'offerta sembra essere per una categoria protetta, potrebbe essere un'opzione interessante.;L'offerta non sembra allineata con le preferenze di Diego per AI Automation, No-Code, IT Analyst, QA, SOC.;Data Science cerca Data Visualization per categoria protetta. Contratto dipendente, junior friendly.;N/D;N/D;20.000€-30.000€;Buona;Sì;Azienda Data Science, probabilmente attiva nel campo dell'analisi dati.;Stage Informatica Torino;https://www.linkedin.com/jobs/view/4380197575;
Torino;4;Salta;Impiegato/a Amministrativo/a e Gare d'Appalto;Etjca Group;Oglianico, Piedmont, Italy;linkedin;Bassa;Non specificato;Dipendente;Sì;0;Il titolo dell'offerta non richiede specifiche competenze tecniche avanzate;L'offerta sembra non allineata con le competenze di Diego in ambito IT e Cybersecurity;Offerta per impiegato amministrativo, non direttamente correlata alle competenze IT di Diego;N/D;N/D;Non stimabile;Sconosciuta;Sì;Non sono disponibili informazioni sull'azienda;Junior GRC Analyst;https://www.linkedin.com/jobs/view/4374806157;
Torino;4;Valutabile;Internal Audit - Internship;Grafton Recruitment;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Stage;Sì;0;Non sono richiesti particolari punti di forza specifici per questo ruolo;Il ruolo di Internal Audit potrebbe non sfruttare le sue abilità in AI Automation e No-Code;Offerta di stage per Internal Audit, junior-friendly, contratto non chiaro se dipendente o apprendistato;N/D;N/D;18.000€-25.000€;Buona;Sì;Grafton Recruitment è un'azienda di recruitment;Junior IT Auditor;https://www.linkedin.com/jobs/view/4374559864;
Full Remote IT;4;Valutabile;Sviluppatore Angular JS/TS;It's Prodigy;;linkedin;Alta;Non specificato;Non specificato;Sì;0;L'offerta cita tecnologie come TypeScript, che Diego conosce;L'offerta richiede programmazione intensa, contrariamente alle preferenze di Diego;L'offerta richiede sviluppo Angular JS/TS, tecnologia non menzionata tra le esperienze di Diego;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Non ci sono informazioni sull'azienda It's Prodigy;Junior Salesforce Administrator;https://www.linkedin.com/jobs/view/4374575745;
Torino;4;Valutabile;IMPIEGATA/IMPIEGATO BACK OFFICE COMMERCIALE;Jobbit;Sant’Albano Stura, Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;L'offerta è per un ruolo back office commerciale che potrebbe essere in linea con le sue preferenze per logica e analisi.;Il titolo dell'offerta non menziona direttamente aree di interesse come AI Automation, No-Code, QA o SOC.;L'offerta sembra essere per un ruolo back office commerciale, ma mancano dettagli specifici sulle responsabilità e le tecnologie utilizzate.;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Poca informazione disponibile su Jobbit.;Junior Vulnerability Analyst;https://www.linkedin.com/jobs/view/4377073446;
Torino;4;Valutabile;UN/UNA Back Office Risorsa Umana;LaRisorsaUmana.it;;linkedin;Media;Non specificato;Non specificato;Sì;0;Non sembra sfruttare le sue abilità in AI Automation e No-Code;Il titolo dell'offerta non corrisponde alle sue aspirazioni;Offerta per Back Office Risorsa Umana, junior-friendly, RAL non specificata;N/D;N/D;20.000€-30.000€;Sconosciuta;Sì;Nome azienda sembra generico;Junior GRC Analyst;https://www.linkedin.com/jobs/view/4378604090;
Torino;4;Salta;Automotive Battery System Engineer;TMC;Turin, Piedmont, Italy;linkedin;Alta;Non specificato;Dipendente;No;3+;Nessuna corrispondenza diretta con le sue skill di AI Automation e No-Code;L'offerta richiede programmazione ad alto livello, contrariamente alle sue preferenze;L'offerta riguarda un ruolo di ingegneria dei sistemi batteria per auto, non direttamente correlato alle sue aree di interesse;N/D;N/D;Non stimabile;Buona;No;TMC sembra essere un'azienda nota nel settore automotive;Junior IT Operations;https://www.linkedin.com/jobs/view/4374757845;
Torino;4;Salta;Stage Back Office Torino;HORIZON;Torino, PIE, IT;indeed;Bassa;Non specificato;Stage;Sì;0;Non richiede programmazione intensiva;Non sfrutta le sue competenze in AI Automation e No-Code;Stage Back Office a Torino, mansioni amministrative e contabili;N/D;N/D;Non stimabile;Sconosciuta;Sì;Azienda solida nel settore delle sigarette elettroniche;Stage Informatica Torino;https://it.indeed.com/viewjob?jk=79eede9c4046b10d;
Torino;4;Salta;PROGRAMMATORE C#;Cassioli Group;Turin, Piedmont, Italy;linkedin;Alta;Non specificato;Non specificato;No;1|2|3+;Non specificati;L'offerta richiede programmazione C#, contrariamente alle preferenze di Diego;L'offerta richiede programmazione C# per Cassioli Group;N/D;N/D;Non stimabile;Sconosciuta;Non specificato;Nessuna informazione disponibile;AI Tools Developer Junior;https://www.linkedin.com/jobs/view/4372477436;
Torino;4;Salta;Security Engineer (Bangkok Based, Relocation Support);Agoda;Turin, Piedmont, Italy;linkedin;Alta;No;Dipendente;No;3+;Non specificati requisiti che Diego possa vantare;Richiede esperienza e programmazione intensiva, sede Bangkok;Posizione come Security Engineer adatta a candidati con esperienza;N/D;N/D;Non stimabile;Buona;No;Richiede trasferimento a Bangkok;Junior Cybersecurity Analyst;https://www.linkedin.com/jobs/view/4376316207;
Torino;4;Valutabile;Junior Project Manager;Più Sviluppo Srl;Torino, PIE, IT;indeed;Bassa;Sì;Apprendistato;Sì;0;Possibilità di apprendistato;Non si concentra sulle competenze di Diego in AI e Cybersecurity;Junior Project Manager con contratto di apprendistato, smart working ibrido;N/D;N/D;18.000€-24.000€;Sconosciuta;Sì;Azienda specializzata in impianti industriali e servizi informatici industriali;Apprendistato Informatica Torino;https://it.indeed.com/viewjob?jk=facb5fa185fb029d;
Torino;4;Valutabile;NEGOZI/SUPERMERCATI - Orario flessibile anche per studenti;Blackstar Marketing;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;Offerta per studenti;Titolo e azienda non coerenti con le competenze di Diego;Offerta per studenti, orario flessibile, azienda di marketing;N/D;N/D;20.000€-30.000€;Sconosciuta;Sì;Azienda di marketing, non IT;Junior Product Manager Gaming;https://www.linkedin.com/jobs/view/4380311545;
Torino;4;Salta;Senior Build System Engineer – Bazel (Ref.XX4900);Stellantis;Turin, Piedmont, Italy;linkedin;Alta;Non specificato;Dipendente;No;3+;Non specificati;L'offerta richiede molta programmazione;Offerta per Senior Build System Engineer con Bazel, richiede esperienza e programmazione;N/D;N/D;Non stimabile;Buona;No;Stellantis è un'azienda nota nel settore automotive;Junior DevOps Engineer;https://www.linkedin.com/jobs/view/4358892038;
Torino;4;Salta;Senior .NET Engineer – Azure Cloud;ORBYTA;Turin, Piedmont, Italy;linkedin;Alta;Non specificato;Dipendente;No;3+;Non specificati;Richiede programmazione .NET;Offerta per Senior .NET Engineer in Azure Cloud;N/D;N/D;Non stimabile;Sconosciuta;No;Richiede esperienza senior;Junior Cloud Support Engineer;https://www.linkedin.com/jobs/view/4375426702;
Full Remote IT;4;Valutabile;Global Mobility - Immigration Consultant – MILANO;Deloitte;Milano, LOM, IT;indeed;Bassa;Non specificato;Dipendente;Sì;0;Offerta junior-friendly;Non correlata alle competenze IT di Diego;Offerta di lavoro come Immigration Consultant a Milano presso Deloitte, ruolo junior;N/D;N/D;30.000€-40.000€;Ottima;Sì;Deloitte è una delle Big Four nel settore della consulenza;Junior AI Consultant;https://it.indeed.com/viewjob?jk=61850afb748a06be;
Full Remote IT;4;Valutabile;Automation & Robotics Engineer (Armature per Calcestruzzo);Prime Engineering Italia;;linkedin;Alta;Non specificato;Dipendente;Sì;0;Non specificato, ma Diego ha competenze in AI Automation;L'offerta richiede programmazione e si concentra su ingegneria dell'automazione, non in linea con le preferenze di Diego per logica e analisi;L'offerta richiede un Automation & Robotics Engineer con competenze di programmazione. L'azienda è Prime Engineering Italia.;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Azienda di ingegneria;Junior RPA Developer;https://www.linkedin.com/jobs/view/4375512797;
Torino;4;Salta;Impiegato/a Amministrativo/a con conoscenza della lingua Inglese;Gi Group;Grugliasco, Piedmont, Italy;linkedin;Bassa;Non specificato;Non specificato;Non specificato;Non specificato;Non sembra utilizzare le sue competenze in AI e Cybersecurity;Il titolo dell'offerta non corrisponde alle sue aspirazioni;Offerta per impiegato amministrativo con conoscenza inglese, poco allineata alle competenze di Diego;N/D;N/D;Non stimabile;Sconosciuta;Non specificato;Manca di informazioni rilevanti;Junior GRC Analyst;https://www.linkedin.com/jobs/view/4377780925;
Torino;2;Salta;TECNICO MECCATRONICO/ELETTRONICO IN APPRENDISTATO - CPI DI SUSA;Agenzia Piemonte Lavoro;Avigliana, PIE, IT;indeed;Bassa;No;Apprendistato;Sì;0;Non richiede programmazione intensiva;Non è in linea con le sue competenze in IT e Cybersecurity;Offerta di apprendistato come tecnico meccatronico/ elettronico;N/D;N/D;Non stimabile;Buona;Sì;Azienda pubblica che offre formazione e inserimento lavorativo;Apprendistato Informatica Torino;https://it.indeed.com/viewjob?jk=075b909bae6619ad;
Torino;2;Salta;Impiegato/a Segreteria – Ufficio Operativo;C.S.S. Group;Casale Monferrato, Piedmont, Italy;linkedin;Bassa;Non specificato;Dipendente;Sì;0;Non richiesti skills di vibecoding o AI Automation;L'offerta non sembra allineata con le sue aspirazioni professionali;Offerta per impiegato/a segreteria, non IT;N/D;N/D;Non stimabile;Sconosciuta;Non specificato;Non specificate;Junior Vulnerability Analyst;https://www.linkedin.com/jobs/view/4379181896;
Torino;2;Salta;VEL - Addetto/a Centro di Raccolta;Leonardo;Caselle Torinese, PIE, IT;indeed;Bassa;Non specificato;Dipendente;No;3+;Non richiesti skills di programmazione avanzata;Lavoro non in linea con le competenze di Diego in ambito IT e Cybersecurity;L'offerta riguarda un ruolo amministrativo di assistenza alla direzione, non in linea con le competenze e gli interessi di Diego.;N/D;N/D;Non stimabile;Ottima;No;Leonardo è un'azienda molto conosciuta e rispettata nel settore aerospaziale e della difesa.;Junior IT Operations;https://it.indeed.com/viewjob?jk=cb146e2c835a2e20;
Torino;2;Salta;Addetto/a Marketing e Comunicazione – Azienda del settore caffè;Mcc service;Carmagnola, Piedmont, Italy;linkedin;Bassa;Non specificato;Non specificato;No;Non specificato;L'offerta non valorizza le sue competenze in AI Automation e No-Code;L'offerta non corrisponde alle sue aspirazioni professionali;L'offerta riguarda un ruolo di marketing e comunicazione in un'azienda del settore caffè;N/D;N/D;Non stimabile;Sconosciuta;No;Non sono disponibili informazioni sull'azienda;Junior Product Manager Gaming;https://www.linkedin.com/jobs/view/4377242404;
Torino;2;Salta;VEL - addetto/a Sales;Leonardo;Caselle Torinese, PIE, IT;indeed;Bassa;Non specificato;Dipendente;No;3+;Non richiesti skills di programmazione specifici;Lavoro di vendita non in linea con le competenze IT;Lavoro di vendita per Leonardo, non adatto alle competenze IT di Diego;N/D;N/D;40.000€-60.000€;Ottima;No;Azienda leader nel settore aerospaziale e della difesa;Junior IT Support;https://it.indeed.com/viewjob?jk=5961a859cde4e8b4;
Torino;2;Salta;STAGE EXTRA-CURRICULARE dip. VENDITE - Milano, Roma,;WEP;Torino, PIE, IT;indeed;Bassa;Non specificato;Stage;No;1|2;Non richiesti skills di programmazione intensiva;L'offerta non è focalizzata su IT o tecnologie;Stage extra-curriculare dip. Vendite, Milano, Roma. Richiede esperienza all'estero e capacità relazionali.;N/D;N/D;Non stimabile;Buona;Non specificato;Azienda con oltre 35 anni di esperienza nel settore;Stage Informatica Torino;https://it.indeed.com/viewjob?jk=2bfba83f7e2ecd06;
Torino;2;Salta;STAGE EXTRA-CURRICULARE dip. VENDITE - Milano, Roma, Torino;WEP;Torino, PIE, IT;indeed;Bassa;No;Stage;No;1;Nessuna attinenza con le sue competenze;Non è uno stage IT;Stage extra-curriculare dip. Vendite, nessuna attinenza con IT;N/D;N/D;Non stimabile;Buona;Sì;Azienda con esperienza nel settore dell'educazione e formazione;Stage Informatica Torino;https://it.indeed.com/viewjob?jk=16a9eac1c9a65f08;
Torino;2;Salta;Segretario/a Commerciale - Servizi Aziendali;C.S.S. Group;Bra, Piedmont, Italy;linkedin;Bassa;Non specificato;Non specificato;No;3+;Non richiesti skills di Diego;Il titolo e le skill non corrispondono;Offerta non adatta a Diego, richiede esperienza;N/D;N/D;Non stimabile;Sconosciuta;No;Titolo non coerente con le aspettative di Diego;Junior GRC Analyst;https://www.linkedin.com/jobs/view/4375711060;
Torino;2;Salta;IMPIEGATO/A AMMINISTRATIVO/A - CPI DI PINEROLO;Agenzia Piemonte Lavoro;Angrogna, Piedmont, Italy;linkedin;Bassa;Non specificato;Dipendente;Sì;0;Non richiede programmazione intensiva;Non sembra allineata con le sue competenze in Cybersecurity e AI;Offerta di lavoro come impiegato amministrativo, non direttamente correlata alle competenze di Diego;N/D;N/D;Non stimabile;Buona;Sì;Agenzia Piemonte Lavoro è un'agenzia governativa;Junior GRC Analyst;https://www.linkedin.com/jobs/view/4377174813;
Torino;2;Salta;Segreteria e Amministrazione;Confindustria Valle d'Aosta;Aosta, Valle d'Aosta, Italy;linkedin;Bassa;Non specificato;Non specificato;No;Non specificato;L'offerta non valorizza le sue competenze in AI Automation e No-Code;Il titolo dell'offerta non corrisponde alle sue aspirazioni professionali;Offerta non adatta a Diego, manca di dettagli sul ruolo e sulle tecnologie utilizzate;N/D;N/D;Non stimabile;Buona;Non specificato;Confindustria Valle d'Aosta è un'organizzazione nota, ma il ruolo non sembra allineato con le competenze di Diego;Junior GRC Analyst;https://www.linkedin.com/jobs/view/4377167032;
Full Remote IT;2;Salta;Analista Geopolitico - Programma formativo esclusivo;C.A.S.I. - Centro Analisi e Studi Italus;;linkedin;Bassa;Non specificato;Non specificato;Non specificato;Non specificato;Non richiede programmazione intensa;Non correlata alle sue competenze tecniche;L'offerta non corrisponde alle competenze e preferenze di Diego. L'azienda non fornisce informazioni sufficienti sul tipo di contratto e sul livello di programmazione richiesta.;N/D;N/D;Non stimabile;Sconosciuta;Non specificato;Manca di informazioni rilevanti per la valutazione;Junior GRC Analyst;https://www.linkedin.com/jobs/view/4378166541;
Torino;2;Salta;Addetto/a Ufficio Risorse Umane;Mcc service;Asti, Piedmont, Italy;linkedin;Bassa;Non specificato;Non specificato;Non specificato;Non specificato;L'offerta non richiede competenze specifiche di Diego;L'offerta non è relativa al settore IT;Offerta per Addetto/a Ufficio Risorse Umane, nessuna relazione con le competenze di Diego;N/D;N/D;Non stimabile;Sconosciuta;Non specificato;Azienda sconosciuta nel settore IT;Junior GRC Analyst;https://www.linkedin.com/jobs/view/4376737581;
Torino;2;Salta;Identity Security Engineer (Okta & Identity Governance) - Bangkok Based, Relocation provided;Agoda;Turin, Piedmont, Italy;linkedin;Alta;No;Dipendente;No;3+;Non specificati;Richiede esperienza e programmazione intensiva, non compatibile con le preferenze di Diego;Lavoro a Bangkok come Identity Security Engineer, relocation fornita;N/D;N/D;Non stimabile;Buona;No;Azienda conosciuta nel settore turismo;Junior Cybersecurity Analyst;https://www.linkedin.com/jobs/view/4376303854;
